CAS Number;Chemical_Name;Chemical Grade;Chemical Analysis;Chemical Purity Mean Op;Chemical Purity Mean(%);Chemical Purity Min Op;Chemical Purity Min(%);Chemical Purity Max Op;Chemical Purity Max(%);Species Scientific Name;Species Common Name;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Media Type;Test Location;Number of Doses;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc_1_Mean_(Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Effect;Effect Measurement;Endpoint;Response Site;Observed Duration Mean Op (Days);Observed Duration Mean (Days);Observed Duration Min Op (Days);Observed Duration Min (Days);Observed Duration Max Op (Days);Observed Duration Max (Days);Observed Duration Units (Days);BCF 1 Value Op;BCF 1 Value;BCF 1 Min Op;BCF 1 Min;BCF 1 Max Op;BCF 1 Max;BCF 1 Unit;BCF 2 Value Op;BCF 2 Value;BCF 2 Min Op;BCF 2 Min;BCF 2 Max Op;BCF 2 Max;BCF 2 Unit;BCF 3 Value Op;BCF 3 Value;BCF 3 Min Op;BCF 3 Min;BCF 3 Max Op;BCF 3 Max;BCF 3 Unit;Author;Reference Number;Title;Source;Publication Year
7761888;Nitric acid silver (1+) salt (1:1);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Total;;0.0125;;0.0109;;0.0143;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., C.K. McAuliffe, R. Mshar, and D.G. Stevens;10525;Toxicity of Silver to Steelhead and Rainbow Trout, Fathead Minnows and Daphnia magna;Environ. Toxicol. Chem.2:95-104;1983
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;>=;99.9;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Juvenile;<;24;;;;;Hour(s);Aquatic - not reported;Fresh water;Lab;7;Total;;;>;0.002;<;0.003;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;3;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Rosenfeldt,R.R., F. Seitz, R. Schulz, and M. Bundschuh;169863;Heavy Metal Uptake and Toxicity in the Presence of Titanium Dioxide Nanoparticles:  A Factorial Approach Using Daphnia magna;Environ. Sci. Technol.48(12): 6965-6972;2014
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;>=;99.9;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Adult;;14;;;;;Day(s);Aquatic - not reported;Fresh water;Lab;7;Total;;;>;0.003;<;0.004;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Rosenfeldt,R.R., F. Seitz, R. Schulz, and M. Bundschuh;169863;Heavy Metal Uptake and Toxicity in the Presence of Titanium Dioxide Nanoparticles:  A Factorial Approach Using Daphnia magna;Environ. Sci. Technol.48(12): 6965-6972;2014
7761888;Nitric acid silver (1+) salt (1:1);Technical grade, technical product, technical formulation;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;>;196;<=;216;Hour(s);Static;Fresh water;Lab;>=6;Total;;0.028;;0.02;;0.04;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Barera,Y., and W.J. Adams;14533;Resolving Some Practical Questions About Daphnia Acute Toxicity Tests;ASTM Spec. Tech. Publ.:509-518;1983
7761888;Nitric acid silver (1+) salt (1:1);;;;1.14;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;;;0.19;;0.12;;0.29;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;U.S. Environmental Protection Agency;344;Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB));Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:;1992
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;;;;;;;Chironomus tentans;Midge;"Insects/Spiders; Standard Test Species";Larva;;3;;;;;Instar;Static;Fresh water;Lab;;Total;;0.0102;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S., and P.K. Ray;4553;Sensitivity of Midge Larvae of Chironomus tentans Fabricius (Diptera Chironomidae) to Heavy Metals;Bull. Environ. Contam. Toxicol.42(3): 325-330;1989
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;;;;;;;Chironomus tentans;Midge;"Insects/Spiders; Standard Test Species";Larva;;3;;;;;Instar;Static;Fresh water;Lab;;Total;;0.0104;;0.0092;;0.0114;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S., and P.K. Ray;4553;Sensitivity of Midge Larvae of Chironomus tentans Fabricius (Diptera Chironomidae) to Heavy Metals;Bull. Environ. Contam. Toxicol.42(3): 325-330;1989
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Renewal;Fresh water;Lab;;Total;;0.039;;0.033;;0.046;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Total;;0.041;;0.035;;0.048;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7761888;Nitric acid silver (1+) salt (1:1);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Renewal;Fresh water;Lab;;Total;;0.031;;0.021;;0.055;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7772998;Tin chloride (SnCl2);Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;10;Total;;38;;26.7;;51.1;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S., and P.K. Ray;6631;Investigation of Correlation Between Physicochemical Properties of Metals and Their Toxicity to the Water Flea Daphnia magna Straus;Ecotoxicol. Environ. Saf.18(2): 109-120;1989
7772998;Tin chloride (SnCl2);Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;10;Total;;21.56;;14;;30.4;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S., and P.K. Ray;6631;Investigation of Correlation Between Physicochemical Properties of Metals and Their Toxicity to the Water Flea Daphnia magna Straus;Ecotoxicol. Environ. Saf.18(2): 109-120;1989
7772998;Tin chloride (SnCl2);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Total;;157.76;;132.27;;197.53;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7772998;Tin chloride (SnCl2);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Renewal;Fresh water;Lab;;Total;;140.28;;113.07;;166.47;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7772998;Tin chloride (SnCl2);;Unmeasured;;;;;;;Tubifex tubifex;Tubificid Worm;"Worms; Standard Test Species";;;;;;;;;Renewal;Fresh water;Lab;;Total;;21.23;;18.23;;23.87;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Khangarot,B.S.;2918;Toxicity of Metals to a Freshwater Tubificid Worm, Tubifex tubifex (Muller);Bull. Environ. Contam. Toxicol.46:906-912;1991
7773015;Manganese chloride (MnCl2);;Unmeasured;;;;;;;Asellus aquaticus;Aquatic Sowbug;Crustaceans;Adult;;;;;;;;Renewal;Fresh water;Lab;;Total;;333;;216;;502;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Martin,T.R., and D.M. Holdich;11972;The Acute Lethal Toxicity of Heavy Metals to Peracarid Crustaceans (with Particular Reference to Fresh-Water Asellids and Gammarids);Water Res.20(9): 1137-1147;1986
7773015;Manganese chloride (MnCl2);;Unmeasured;;;;;;;Asellus aquaticus;Aquatic Sowbug;Crustaceans;Adult;;;;;;;;Renewal;Fresh water;Lab;;Total;;771;;563;;1050;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Martin,T.R., and D.M. Holdich;11972;The Acute Lethal Toxicity of Heavy Metals to Peracarid Crustaceans (with Particular Reference to Fresh-Water Asellids and Gammarids);Water Res.20(9): 1137-1147;1986
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;20;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;34.5;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7773015;Manganese chloride (MnCl2);Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;;Fresh water;Lab;;Total;;56;;45;;67;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Sorvari,J., and M. Sillanpaa;16707;Influence of Metal Complex Formation on Heavy Metal and Free EDTA and DTPA Acute Toxicity Determined by Daphnia magna;Chemosphere33(6): 1119-1127;1996
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;56.1;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;22.8;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;4.7;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7773015;Manganese chloride (MnCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;32.3;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
7775099;Chloric acid, Sodium salt (1:1);;;;99.95;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;;;919.3;;612.28;;1380.3;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;U.S. Environmental Protection Agency;344;Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB));Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:;1992
7775099;Chloric acid, Sodium salt (1:1);;;;99;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Flow-through;Fresh water;Lab;;;>;1000;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;U.S. Environmental Protection Agency;344;Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB));Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:;1992
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.162;;0.144;;0.184;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0353;;0.0288;;0.0433;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0269;;0.023;;0.0315;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0353;;0.0301;;0.0413;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0758;;0.0396;;0.145;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0242;;0.0171;;0.0342;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0447;;0.026;;0.0767;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0356;;0.026;;0.0487;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.274;;0.2;;0.376;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.164;;0.139;;0.194;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.407;;0.335;;0.494;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0211;;0.0191;;0.0233;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0206;;0.0183;;0.023;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7775113;Chromic acid (H2CrO4), Disodium salt;;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;72;;120;Hour(s);Static;Fresh water;Lab;;Total;;0.0178;;0.0157;;0.0201;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav;3690;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Second Quarterly Rep., U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin, Superior, WI:74 p.;1981
7778394;Arsenic acid (H3AsO4);;;;76.1;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;;;15;;12;;19;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;U.S. Environmental Protection Agency;344;Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB));Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:;1992
7778394;Arsenic acid (H3AsO4);;;;75;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;18;;;;;Hour(s);Static;Fresh water;Lab;;;;6.46;;5.48;;7.66;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;U.S. Environmental Protection Agency;344;Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB));Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:;1992
