CAS Number;Chemical Name;Species Scientific Name;Species Common Name;Species Kingdom;Species Phylum;Species Sub Phylum;Species Superclass;Species Class;Species Order;Species Family;Species Genus;Species;Variety;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Mean (Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Endpoint;Habitat;Publication Year
50000;Formaldehyde;Salvelinus fontinalis;Brook Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;fontinalis;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;157;;143;;173;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Salvelinus namaycush;Lake Trout, Siscowet;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;namaycush;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;220;;200;;242;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;87;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Lepomis macrochirus;Bluegill;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;macrochirus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;185;;156;;220;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;96;;90.6;;101.8;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Salvelinus fontinalis;Brook Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;fontinalis;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;196;;187;;206;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;165;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;263;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;500;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;138;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;69;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";Fingerling;;;;;;;;Static;Formulation;;69;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1959
50000;Formaldehyde;Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Active ingredient;;207;;182;;236;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50000;Formaldehyde;Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Active ingredient;;168;;154;;183;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1966
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Bufo woodhousei ssp. fowleri;Fowler's Toad;Animalia;Chordata;Vertebrata;;Amphibia;Anura;Bufonidae;Bufo;woodhousei;;Amphibians;Tadpole;;;;28;;35;Day(s);Static;Formulation;;1.5;;0.04;;6.5;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pseudacris triseriata ssp. triseriata;Western Chorus Frog;Animalia;Chordata;Vertebrata;;Amphibia;Anura;Hylidae;Pseudacris;triseriata;;Amphibians;Tadpole;;7;;;;;Day(s);Static;Formulation;;0.8;;0.5;;2.3;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pseudacris triseriata ssp. triseriata;Western Chorus Frog;Animalia;Chordata;Vertebrata;;Amphibia;Anura;Hylidae;Pseudacris;triseriata;;Amphibians;Tadpole;;7;;;;;Day(s);Static;Formulation;;1.4;;0.91;;2.8;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pseudacris triseriata ssp. triseriata;Western Chorus Frog;Animalia;Chordata;Vertebrata;;Amphibia;Anura;Hylidae;Pseudacris;triseriata;;Amphibians;Tadpole;;7;;;;;Day(s);Static;Formulation;;0.9;;0.4;;1.5;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.0045;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1965
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Caecidotea brevicauda;Aquatic Sowbug;Animalia;Arthropoda;Crustacea;;Malacostraca;Isopoda;Asellidae;Caecidotea;brevicauda;;Crustaceans;Instar;;;;;;;;Static;Active ingredient;;0.0078;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Procambarus clarkii;Red Swamp Crayfish;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;Crustaceans;;;;;;;;;Static;Formulation;;0.6;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1963
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Flow-through;Formulation;;0.0013;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.001;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;Instar;;;;;;;;Static;Active ingredient;;0.0042;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Procambarus clarkii;Red Swamp Crayfish;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;Crustaceans;;;;;;;;;Static;Formulation;;0.6;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1963
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.0037;;0.0028;;0.0046;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Procambarus clarkii;Red Swamp Crayfish;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;Crustaceans;;;;;;;;;Static;Formulation;;0.6;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1963
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pagurus longicarpus;Longwrist Hermit Crab;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Paguridae;Pagurus;longicarpus;;Crustaceans;;;;;;;;;Static;Formulation;;0.006;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pagurus longicarpus;Longwrist Hermit Crab;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Paguridae;Pagurus;longicarpus;;Crustaceans;;;;;;;;;Static;Formulation;;0.007;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Moina macrocopa;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Cladocera;Moinidae;Moina;macrocopa;;Crustaceans;;;;;;;;;;Formulation;;4.8;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Moina macrocopa;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Cladocera;Moinidae;Moina;macrocopa;;Crustaceans;Adult;;;;;;;;Static;Formulation;;4.8;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Pagurus longicarpus;Longwrist Hermit Crab;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Paguridae;Pagurus;longicarpus;;Crustaceans;;;;;;;;;Static;Formulation;;0.006;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemon macrodactylus;Korean Or Oriental Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemon;macrodactylus;;Crustaceans;;;;;;;;;Static;Formulation;;0.00086;;0.00047;;0.00159;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;Instar;;;;;;;;Static;Active ingredient;;0.0069;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.0026;;0.0019;;0.0033;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Caecidotea brevicauda;Aquatic Sowbug;Animalia;Arthropoda;Crustacea;;Malacostraca;Isopoda;Asellidae;Caecidotea;brevicauda;;Crustaceans;Instar;;;;;;;;Static;Active ingredient;;0.0047;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemon macrodactylus;Korean Or Oriental Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemon;macrodactylus;;Crustaceans;;;;;;;;;Flow-through;Formulation;;0.00017;;0.00009;;0.00032;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.01;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1965
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.0057;;0.0038;;0.0294;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes kadiakensis;Grass Shrimp,Freshwater Prawn;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;kadiakensis;;Crustaceans;;;;;;;;;Static;Formulation;;0.0068;;0.0013;;0.0398;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes vulgaris;Marsh Grass Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;vulgaris;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.0051;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus fasciatus;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;fasciatus;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.0032;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus fasciatus;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;fasciatus;;"Crustaceans; Standard Test Species";Instar;;;;;;;;Static;Active ingredient;;0.0036;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus fasciatus;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;fasciatus;;"Crustaceans; Standard Test Species";;;;;;;;;Flow-through;Formulation;;0.0006;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus fasciatus;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;fasciatus;;"Crustaceans; Standard Test Species";Instar;;;;;;;;Static;Active ingredient;;0.0104;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1970
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;2;;;;;Month(s);Static;Formulation;;0.0056;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;2;;;;;Month(s);Static;Formulation;;0.012;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes vulgaris;Marsh Grass Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;vulgaris;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.012;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;3;;;;;Month(s);Static;Formulation;;0.008;;0.0062;;0.0098;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;1;;;;;Month(s);Static;Formulation;;0.0014;;0.001;;0.0021;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Crangon septemspinosa;Bay Shrimp, Sand Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Crangonidae;Crangon;septemspinosa;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.001;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia pulex;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;pulex;;"Crustaceans; Standard Test Species";Adult;;;;;;;;Static;Formulation;;3.5;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;2;;;;;Month(s);Static;Formulation;;0.0076;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Gammarus lacustris;Scud;Animalia;Arthropoda;Crustacea;;Malacostraca;Amphipoda;Gammaridae;Gammarus;lacustris;;"Crustaceans; Standard Test Species";;;2;;;;;Month(s);Static;Formulation;;0.0021;;0.0011;;0.0031;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Crangon septemspinosa;Bay Shrimp, Sand Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Crangonidae;Crangon;septemspinosa;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.003;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Palaemonetes vulgaris;Marsh Grass Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Palaemonidae;Palaemonetes;vulgaris;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.002;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Crangon septemspinosa;Bay Shrimp, Sand Shrimp;Animalia;Arthropoda;Crustacea;;Malacostraca;Decapoda;Crangonidae;Crangon;septemspinosa;;"Crustaceans; Standard Test Species";;;;;;;;;Static;Formulation;;0.0006;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1969
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia magna;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;magna;;"Crustaceans; Standard Test Species";;;;;;;;;;Formulation;;0.012;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia magna;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;magna;;"Crustaceans; Standard Test Species";;;;;;;;;;Formulation;;1;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia magna;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;magna;;"Crustaceans; Standard Test Species";;;;;;;;;;Formulation;;0.06;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia magna;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;magna;;"Crustaceans; Standard Test Species";;;;;;;;;;Formulation;;0.003;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Daphnia magna;Water Flea;Animalia;Arthropoda;Crustacea;;Branchiopoda;Diplostraca;Daphniidae;Daphnia;magna;;"Crustaceans; Standard Test Species";;;;;;;;;;Formulation;;0.043;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1967
