CAS Number;Chemical Name;Species Scientific Name;Species Common Name;Species Kingdom;Species Phylum;Species Sub Phylum;Species Superclass;Species Class;Species Order;Species Family;Species Genus;Species;Variety;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Mean (Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Endpoint;Habitat;Publication Year
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1993;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1428;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1265;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;2518;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1170;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1299;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;2097;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1958;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1336;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;2520;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;1415;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Artemia sp.;Brine Shrimp;Animalia;Arthropoda;Crustacea;;Branchiopoda;Anostraca;Artemiidae;Artemia;sp.;;Crustaceans;Nauplii;;;;2;;3;Instar;Static;Formulation;;2278;;;;;ul/L;;;;;;;;;;;;;;;;;LC50;Water;1995
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;30;;24.9;;36.1;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;110;;88.2;;137;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;750;;642;;877;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;113;;92.8;;138;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;>;1000;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;56;;45.2;;69.3;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
50000;Formaldehyde;Morone saxatilis;Striped Bass;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Moronidae;Morone;saxatilis;;Fish;Fry;;;;;;;;Static;Formulation;;760;;681;;948;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1993
