CAS Number;Chemical Name;Species Scientific Name;Species Common Name;Species Kingdom;Species Phylum;Species Sub Phylum;Species Superclass;Species Class;Species Order;Species Family;Species Genus;Species;Variety;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Mean (Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Endpoint;Habitat;Publication Year
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Colisa fasciata;Giant Gourami;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Osphronemidae;Colisa;fasciata;;Fish;;;;;;;;;Static;Formulation;;0.12;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Seriola quinqueradiata;Yellowtail;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Carangidae;Seriola;quinqueradiata;;Fish;;;;;;;;;Static;Active ingredient;;0.0065;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Ameiurus melas;Black Bullhead;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ameiurus;melas;;Fish;;;;;4;;12;Month(s);Static;Formulation;;0.038;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Heteropneustes fossilis;Indian Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Heteropneustidae;Heteropneustes;fossilis;;Fish;;;;;;;;;Static;Formulation;;10.47;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Girella punctata;Green Fish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Kyphosidae;Girella;punctata;;Fish;;;;;;;;;Static;Active ingredient;;0.0065;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Chasmichthys dolichognathus;Agohaze, Goby;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Gobiidae;Chasmichthys;dolichognathus;;Fish;;;;;;;;;Static;Active ingredient;;0.008;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Perca sp.;Perch;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Percidae;Perca;sp.;;Fish;;;;;4;;12;Month(s);Static;Formulation;;0.03;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Girella punctata;Green Fish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Kyphosidae;Girella;punctata;;Fish;;;;;;;;;Static;Active ingredient;;0.0072;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Perca sp.;Perch;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Percidae;Perca;sp.;;Fish;;;;;4;;12;Month(s);Static;Formulation;;0.015;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Carassius carassius;Crucian Carp;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;carassius;;Fish;;;;;4;;12;Month(s);Static;Formulation;;0.025;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oreochromis mossambicus;Mozambique Tilapia;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Cichlidae;Oreochromis;mossambicus;;Fish;;;;;;;;;Static;Active ingredient;;3.54;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Colisa fasciata;Giant Gourami;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Osphronemidae;Colisa;fasciata;;Fish;;;;;;;;;Static;Formulation;;0.23;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Carassius carassius;Crucian Carp;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;carassius;;Fish;;;;;4;;12;Month(s);Static;Formulation;;0.03;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Carassius carassius;Crucian Carp;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;carassius;;Fish;;;;;;;;;Static;Formulation;;0.08;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Cyprinus carpio;Common Carp;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Cyprinus;carpio;;"Fish; Standard Test Species";;;;;;;;;Static;Formulation;;0.49;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0135;;0.009;;0.02;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Salvelinus fontinalis;Brook Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Salvelinus;fontinalis;;"Fish; Standard Test Species";Underyearling;;;;2;;3;Month(s);Static;Formulation;;0.054;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Carassius auratus;Goldfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;auratus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0098;;0.0073;;0.0132;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lepomis macrochirus;Bluegill;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;macrochirus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0022;;0.0018;;0.0026;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Ictalurus punctatus;Channel Catfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Siluriformes;Ictaluridae;Ictalurus;punctatus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0135;;0.009;;0.02;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Poecilia reticulata;Guppy;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cyprinodontiformes;Poeciliidae;Poecilia;reticulata;;"Fish; Standard Test Species";;;;;4;;12;Month(s);Static;Formulation;;0.04;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Poecilia reticulata;Guppy;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cyprinodontiformes;Poeciliidae;Poecilia;reticulata;;"Fish; Standard Test Species";;;;;4;;12;Month(s);Static;Formulation;;0.037;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Carassius auratus;Goldfish;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Carassius;auratus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0098;;0.0073;;0.0132;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lepomis macrochirus;Bluegill;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;macrochirus;;"Fish; Standard Test Species";;;;;;;;;Static;Active ingredient;;0.0022;;0.0018;;0.0026;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";Fry;;;;;;;;Flow-through;Active ingredient;;0.0024;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Active ingredient;;0.0038;;0.0034;;0.0043;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;4;;12;Month(s);Static;Formulation;;0.028;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;4;;12;Month(s);Static;Formulation;;0.03;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";Fry;;;;;;;;Flow-through;Active ingredient;;0.103;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Active ingredient;;0.0038;;0.0034;;0.0043;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";Fry;;;;;;;;Flow-through;Active ingredient;;0.0058;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Formulation;;0.06;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Peltodytes sp.;Beetle;Animalia;Arthropoda;Hexapoda;;Insecta;Coleoptera;Haliplidae;Peltodytes;sp.;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.004;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lestes congener;Damselfly;Animalia;Arthropoda;Hexapoda;;Insecta;Zygoptera;Lestidae;Lestes;congener;;Insects/Spiders;Nymph;;;;;;;;Static;Active ingredient;;0.1;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Notonecta undulata;Backswimmer;Animalia;Arthropoda;Hexapoda;;Insecta;Heteroptera;Notonectidae;Notonecta;undulata;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.02;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Peltodytes sp.;Beetle;Animalia;Arthropoda;Hexapoda;;Insecta;Coleoptera;Haliplidae;Peltodytes;sp.;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.001;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Notonecta undulata;Backswimmer;Animalia;Arthropoda;Hexapoda;;Insecta;Heteroptera;Notonectidae;Notonecta;undulata;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.02;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Chironomidae;Midge Family;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Chironomidae;;;;Insects/Spiders;Larva;;;;;;;;Static;Formulation;;0.07465;;0.0707;;0.07872;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Notonecta undulata;Backswimmer;Animalia;Arthropoda;Hexapoda;;Insecta;Heteroptera;Notonectidae;Notonecta;undulata;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.07;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lestes congener;Damselfly;Animalia;Arthropoda;Hexapoda;;Insecta;Zygoptera;Lestidae;Lestes;congener;;Insects/Spiders;Nymph;;;;;;;;Static;Active ingredient;;0.16;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Notonecta undulata;Backswimmer;Animalia;Arthropoda;Hexapoda;;Insecta;Heteroptera;Notonectidae;Notonecta;undulata;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.02;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Peltodytes sp.;Beetle;Animalia;Arthropoda;Hexapoda;;Insecta;Coleoptera;Haliplidae;Peltodytes;sp.;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.002;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Simulium damnosum;Blackfly;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Simuliidae;Simulium;damnosum;;Insects/Spiders;Larva;;;;;;;;Lentic ;Formulation;;0.14;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Peltodytes sp.;Beetle;Animalia;Arthropoda;Hexapoda;;Insecta;Coleoptera;Haliplidae;Peltodytes;sp.;;Insects/Spiders;Adult;;;;;;;;Static;Active ingredient;;0.007;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lestes congener;Damselfly;Animalia;Arthropoda;Hexapoda;;Insecta;Zygoptera;Lestidae;Lestes;congener;;Insects/Spiders;Nymph;;;;;;;;Static;Active ingredient;;0.25;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50293;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Lestes congener;Damselfly;Animalia;Arthropoda;Hexapoda;;Insecta;Zygoptera;Lestidae;Lestes;congener;;Insects/Spiders;Nymph;;;;;;;;Static;Active ingredient;;0.58;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
50657;5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";Fingerling;;;;;;;;Static;Active ingredient;;0.098;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
52686;P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester;Oncorhynchus mykiss;Rainbow Trout;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;mykiss;;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;Static;Formulation;;4.85;;4.31;;5.46;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1975
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Oryzias latipes;Japanese Medaka;Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Beloniformes;Adrianichthyidae;Oryzias;latipes;;"Fish; Standard Test Species";;;;;;;;;;Formulation;;2.5;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Cricotopus sp.;Midge;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Chironomidae;Cricotopus;sp.;;Insects/Spiders;Larva;;4;;;;;Instar;Static;Formulation;;0.06;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Aedes atropalpus;Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Aedes;atropalpus;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.003;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Aedes canadensis;Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Aedes;canadensis;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.0012;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Aedes vexans;Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Aedes;vexans;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.0017;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Culex restuans;White Dotted Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Culex;restuans;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.0011;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Culex pipiens ssp. pipiens;Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Culex;pipiens;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.0015;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Culex pipiens ssp. pipiens;Mosquito;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Culicidae;Culex;pipiens;;Insects/Spiders;Larva;;;;3;;4;Instar;Static;Formulation;;0.0013;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Tanytarsus sp.;Midge;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Chironomidae;Tanytarsus;sp.;;Insects/Spiders;Larva;;4;;;;;Instar;Static;Formulation;;0.027;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
55389;O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]ester phosphorothioic acid;Chironomus sp.;Midge;Animalia;Arthropoda;Hexapoda;;Insecta;Diptera;Chironomidae;Chironomus;sp.;;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Formulation;;0.058;;;;;AI mg/L;;;;;;;;;;;;;;;;;LC50;Water;1976
